Caralippus	1 saint
Caridad	1 blessed
Carina	1 saint
Carponius	1 saint
Casilda	1 saint
Castor	1 saint
Castora	1 blessed
Castorius	1 saint
Castritian	1 saint
Catald	1 saint
Catalina	1 saint
Cathan	1 saint
Cathróe	1 saint
Ceallach	1 saint
Cedd	1 saint
Celechrist	1 saint
Celerinus	1 saint
Cellach	1 saint
Censurius	1 saint
Centola	1 saint
Ceolwulf	1 saint
Ceraunus	1 saint
Cerealus	1 saint
Cermanus	1 saint
Ceslaus	1 blessed
Chad	1 saint
Chaeremon	1 saint
Chanton	1 saint
Charalampus	1 saint
Charbel	1 saint
Charitina	1 saint
Charlemagne	1 blessed
Charlotte	1 blessed
Chelidonia	1 saint
Chrodegang	1 saint
Chromatius	1 saint
Chrysanthus	1 saint
Cían	1 saint
Cianán	1 saint
Cilinia	1 saint
Cillene	1 saint
Cindeus	1 saint
Cirilo	1 saint
Cisellus	1 saint
Clare	1 saint
Claritus	1 saint
Clateus	1 saint
Claudia	1 saint
Claudio	1 blessed
Clelia	1 saint
Clemencia	1 blessed
Clemens	1 saint
Clemente	1 blessed
Clémentine	1 blessed
Cleonicus	1 saint
Cleopas	1 saint
Cleopatra	1 saint
Clerus	1 saint
Clether	1 saint
Clodulf	1 saint
Clotilda	1 saint
Clotsindis	1 saint
Cloud	1 saint
Codratus	1 saint
Coelfrid	1 saint
Cointha	1 saint
Colette	1 saint
Colga	1 saint
Coloman	1 saint
Colomba	1 blessed
Columbanus	1 saint
Columbinus	1 saint
Comgall	1 saint
Comgan	1 saint
Conal	1 saint
Conan	1 saint
Concordius	1 saint
Condedus	1 saint
Condesa	1 blessed
Conindrus	1 saint
Conleth	1 saint
Connat	1 saint
Conogon	1 saint
Conor	1 blessed
Consortia	1 saint
Constabilis	1 saint
Constantian	1 saint
Constantina	1 saint
Consuelo	1 blessed
Contentius	1 saint
Conus	1 saint
Convoyon	1 saint
Conwall	1 saint
Corbinian	1 saint
Cordula	1 saint
Corebus	1 saint
Corentin	1 saint
Cormac	1 saint
Corona	1 saint
Credan	1 saint
Crispin	1 saint
Crispina	1 saint
Crispinian	1 saint
Crispino	1 saint
Crispus	1 saint
Cristóbal	1 blessed
Cristoforo	1 blessed
Crocifissa	1 blessed
Cronidas	1 saint
Cuaran	1 saint
Cucuphas	1 saint
Cummian	1 saint
Cunibert	1 saint
Cunigunde	1 saint
Curcodomus	1 saint
Curomotus	1 saint
Cuthburga	1 saint
Cuthman	1 saint
Cyprienne	1 blessed
Cyra	1 saint
Cyrenia	1 saint
Cyriacus	1 saint
Cyrion	1 saint
Cyrus	1 saint
Cythinus	1 saint
Cythius	1 saint
Dacius	1 saint
Dadas	1 saint
Dafrosa	1 blessed
Dagobert	1 saint
Daig	1 saint
Dallán	1 saint
Damasus	1 saint
Damiano	1 blessed
Daria	1 saint
Darío	1 blessed
Darius	1 saint
Darulagdach	1 saint
Dathus	1 saint
Dativus	1 saint
Daudi	1 blessed
Davinus	1 saint
Declán	1 saint
Decorosus	1 saint
Decuman	1 saint
Deicolus	1 saint
Deiniol	1 saint
Delores	1 blessed
Delphine	1 blessed
Delphinus	1 saint
Demetria	1 saint
Demetrian	1 saint
Demetrius	1 saint
Denis	1 blessed
Deochar	1 saint
Deogracias	1 blessed
Deogratius	1 saint
Dermot	1 blessed
Derphuta	1 saint
Désiré	1 blessed
Devniolin	1 saint
Devota	1 saint
Diana	1 blessed
Diarmaid	1 blessed
Dictinus	1 saint
Didacus	1 blessed
Didier	1 saint
Didymus	1 saint
Diemoth	1 blessed
Diman	1 saint
Dina	1 blessed
Diodorus	1 saint
Diogenes	1 saint
Diomedes	1 saint
Dionisio	1 blessed
Dioscurus	1 saint
Disibod	1 saint
Dismas	1 saint
Dochow	1 saint
Dodo	1 saint
Domangard	1 saint
Dometius	1 saint
Dominator	1 saint
Domingos	1 blessed
Dominica	1 saint
Dominik	1 blessed
Domitilla	1 saint
Domitius	1 saint
Domninus	1 saint
Domnius	1 saint
Domnolus	1 saint
Domnus	1 saint
Donald	1 saint
Donata	1 saint
Dorothea	1 saint
Dorothy	1 saint
Dorymedon	1 saint
Dositheus	1 saint
Drausinus	1 saint
Drithelm	1 saint
Droctoveus	1 saint
Drogo	1 saint
Drostan	1 saint
Drusus	1 saint
Druthmar	1 saint
Dubricus	1 saint
Dubtach	1 saint
Dulas	1 saint
Dulcardus	1 saint
Dulcidius	1 saint
Dúnchad	1 saint
Dunchaid	1 saint
Dunstan	1 saint
Dymphna	1 saint
Eadfrith	1 saint
Eadnoth	1 saint
Eadsige	1 saint
Eanfleda	1 saint
Eanswida	1 saint
Earconwald	1 saint
Eata	1 saint
Ebbo	1 saint
Eberigisil	1 saint
Ebontius	1 saint
Ebrulf	1 saint
Ecclesius	1 saint
Echa	1 saint
Edana	1 saint
Edgar	1 saint
Edigna	1 blessed
Edistus	1 saint
Edith	1 saint
Edme	1 blessed
Edwin	1 saint
Efflam	1 saint
Egbert	1 saint
Egdunus	1 saint
Egelred	1 saint
Egidio	1 blessed
Egilhard	1 saint
Egilo	1 saint
Egino	1 saint
Egwin	1 saint
Eigil	1 saint
Elaeth	1 saint
Elaphius	1 saint
Elerius	1 saint
Elesbaan	1 saint
Eleuchadius	1 saint
Eleusippus	1 saint
Eleuterus	1 saint
Elgar	1 saint
Elgiva	1 saint
Eligius	1 saint
Eliphius	1 saint
Eloque	1 saint
Elsiar	1 saint
Elstan	1 saint
Elvan	1 saint
Elwen	1 saint
Elzéar	1 blessed
Emebert	1 saint
Emerentiana	1 saint
Emeric	1 saint
Emerita	1 saint
Emil	1 blessed
Emilas	1 saint
Emilia	1 blessed
Emiliana	1 saint
Emilina	1 blessed
Emilion	1 saint
Emilius	1 saint
Emma	1 saint
Emmeram	1 saint
Emygdius	1 saint
Encarnacion	1 blessed
Enda	1 saint
Engelbert	1 saint
Engelmar	1 venerable
Engelmer	1 saint
Englatius	1 saint
Engratia	1 saint
Ennodius	1 saint
Enodoch	1 saint
Enogatus	1 saint
Enrico	1 blessed
Enrique	1 blessed
Eoban	1 saint
Eochod	1 saint
Epaenetus	1 saint
Epaphras	1 saint
Epaphroditus	1 saint
Eparchius	1 saint
Ephrem	1 saint
Ephysius	1 saint
Epimachus	1 saint
Epiphania	1 saint
Episteme	1 saint
Equitius	1 saint
Erasmus	1 saint
Erastus	1 saint
Erentrude	1 saint
Erhard	1 saint
Eric	1 saint
Ermelinde	1 saint
Ermengol	1 saint
Erminold	1 saint
Ernest	1 saint
Esterwine	1 saint
Etheldreda	1 saint
Etheldritha	1 saint
Etienne	1 saint
Etto	1 saint
Eubulus	1 saint
Eucarpius	1 saint
Eudokia	1 saint
Eudoxius	1 saint
Eugendus	1 saint
Eugénie	1 saint
Eugenius	1 saint
Eulampia	1 saint
Eulampius	1 saint
Euphrasius	1 saint
Euphronius	1 saint
Euphrosyne	1 saint
Euplus	1 saint
Eurosia	1 blessed
Eusignius	1 saint
Eustathius	1 saint
Eustochio	1 blessed
Euthalia	1 saint
Euthymia	1 blessed
Euthymius	1 saint
Eutropia	1 saint
Eutyches	1 saint
Eutychian	1 saint
Eva	1 blessed
Evangelist	1 blessed
Evaristus	1 saint
Evellius	1 saint
Everard	1 blessed
Everild	1 saint
Evermund	1 saint
Evilasius	1 saint
Evodius	1 saint
Exanthus	1 saint
Exuperantius	1 saint
Eysteinn	1 saint
Ezequiel	1 saint
Fabian	1 saint
Fabiola	1 saint
Fabius	1 saint
Fachanan	1 saint
Facundus	1 saint
Faith	1 saint
Fanchea	1 saint
Fandila	1 saint
Fara	1 saint
Faro	1 saint
Fausta	1 saint
Faustino	1 blessed
Fazzio	1 saint
Febronia	1 saint
Féchín	1 saint
Felicia	1 blessed
Felicidad	1 blessed
Félicité	1 blessed
Felicula	1 saint
Felim	1 saint
Felinus	1 saint
Ferdinando	1 blessed
Feredarius	1 saint
Fergna	1 saint
Fergus	1 saint
Ferrutius	1 saint
Festus	1 saint
Fiachan	1 saint
Fiacre	1 saint
Fibitius	1 saint
Fidel	1 blessed
Fidharleus	1 saint
Fidolus	1 saint
Fidweten	1 saint
Fillan	1 saint
Fina	1 saint
Finbar	1 saint
Firmian	1 saint
Firmina	1 saint
Firmus	1 saint
Flannán	1 saint
Flaviana	1 saint
Flavitus	1 saint
Florentina	1 saint
Florentino	1 blessed
Florentinus	1 saint
Flosculus	1 saint
Foillan	1 saint
Forannan	1 saint
Fortis	1 blessed
Framechildis	1 saint
Franca	1 saint
Frances	1 saint
Francisco Fernandez	1 blessed
Francisus	1 saint
Franciszek	1 blessed
Franco	1 blessed
Fraternus	1 saint
Friard	1 saint
Frideswide	1 saint
Fridianus	1 saint
Fridolin	1 saint
Frithestan	1 saint
Frodobert	1 saint
Frodulphus	1 saint
Fromundus	1 saint
Fructus	1 saint
Frugentius	1 saint
Fulbert	1 saint
Fulco	1 blessed
Fulrad	1 saint
Fursey	1 saint
Fusca	1 saint
Fuscian	1 saint
Gabinus	1 saint
Gabriela	1 blessed
Gabriele	1 saint
Gabrielle	1 blessed
Gaetana	1 blessed
Gagericus	1 saint
Gaiana	1 saint
Galation	1 saint
Galdinus	1 saint
Galgano	1 saint
Galla	1 saint
Gallicanus	1 saint
Gamelbert	1 saint
Gangulphus	1 saint
Garbhan	1 saint
Garibaldus	1 saint
Gaspard	1 blessed
Gaspare	1 saint
Gatian	1 saint
Gaucherius	1 saint
Gaudentius	1 saint
Gauderic	1 saint
Gaudiosus	1 saint
Gebetrude	1 saint
Gebhard	1 saint
Gebizo	1 saint
Gebuinus	1 saint
Gedeon	1 saint
Gelasius	1 saint
Gemellus	1 saint
Geminus	1 saint
Generosa	1 saint
Genesius	1 saint
Gennadius	1 saint
Gennaro	1 blessed
Genoveffa	1 blessed
Gentian	1 saint
Gentilis	1 blessed
Georges	1 blessed
Georgia	1 saint
Gerardo	1 saint
Gerasimus	1 saint
Gerbold	1 saint
Gerebald	1 saint
Gerebernus	1 saint
Geremarus	1 saint
Geremia	1 blessed
Gerinus	1 saint
Gerlac	1 saint
Gerland	1 saint
Germaine	1 saint
Germanicus	1 saint
Germerius	1 saint
Gerolamo	1 saint
Gerontius	1 saint
Gerulph	1 saint
Gervasius	1 saint
Gervinus	1 saint
Getulius	1 saint
Ghislain	1 saint
Giacinta	1 saint
Gianna	1 saint
Gibardus	1 saint
Gibitrudis	1 saint
Gilbert	1 saint
Gildard	1 saint
Gildas	1 saint
Gilduin	1 saint
Gioacchino	1 blessed
Giorgio	1 blessed
Giovan	1 saint
Giovenale	1 blessed
Gisella	1 blessed
Giulia	1 blessed
Giuliana	1 saint
Giustina	1 blessed
Giustino	1 saint
Gladys	1 saint
Glaphyra	1 saint
Glastian	1 saint
Gleb	1 saint
Glodesind	1 saint
Glyceria	1 saint
Goar	1 saint
Goban	1 saint
Gobnait	1 saint
Gobrain	1 saint
Godeberta	1 saint
Godelina	1 saint
Godo	1 saint
Godric	1 saint
Godwin	1 saint
Goeric	1 saint
Goeznoveus	1 saint
Gohardus	1 saint
Gomidas	1 blessed
Gonsalo	1 saint
Gonzaga	1 saint
Goran	1 saint
Gordian	1 saint
Gorgonia	1 saint
Gorman	1 saint
Gormcal	1 saint
Gosbert	1 saint
Goswin	1 saint
Gotthard	1 saint
Gottschalk	1 saint
Gracia	1 saint
Gratia	1 blessed
Gratian	1 saint
Gratus	1 saint
Grimbald	1 saint
Grimoaldo	1 blessed
Grimoaldus	1 saint
Guadalupe	1 blessed
Guala	1 blessed
Gualfardus	1 blessed
Gualtero	1 saint
Gudelia	1 saint
Gudula	1 saint
Guenhael	1 saint
Guerembaldus	1 saint
Guibert	1 saint
Guinizo	1 saint
Guitmarus	1 saint
Gulstan	1 saint
Gumesindus	1 saint
Gundebert	1 saint
Gundekar	1 blessed
Gundelindis	1 saint
Gundenis	1 saint
Gunioc	1 saint
Gunther	1 blessed
Gunthiern	1 saint
Guntramnus	1 saint
Gurias	1 saint
Gurloes	1 saint
Guthlac	1 saint
Gwynllyw	1 saint
Gyavire	1 saint
Habentius	1 saint
Habet	1 saint
Haduin	1 saint
Hadulph	1 saint
Hallvard	1 saint
Hans	1 blessed
Harold	1 saint
Hartman	1 blessed
Hatebrand	1 saint
Hathes	1 saint
Hedwig	1 saint
Hegesippus	1 saint
Heimerad	1 saint
Helene	1 blessed
Heliconis	1 saint
Hélie	1 blessed
Helladius	1 saint
Hemma	1 saint
Henri	1 saint
Heraclas	1 saint
Heradius	1 saint
Herculanils	1 saint
Hereswitha	1 saint
Heribert	1 saint
Hermagoras	1 saint
Hermas	1 saint
Hermenegild	1 saint
Hermenland	1 saint
Hermione	1 saint
Hermogius	1 saint
Hermolaus	1 saint
Hermylus	1 saint
Heron	1 saint
Herulph	1 saint
Hidulf	1 saint
Hiero	1 saint
Hieron	1 saint
Hieronides	1 saint
Hieronymus	1 saint
Hieu	1 saint
Hilarinus	1 saint
Hilario	1 saint
Hilarion	1 saint
Hilarius	1 saint
Hilda	1 saint
Hildebert	1 saint
Hildegrin	1 saint
Hildegund	1 saint
Hildelitha	1 saint
Hildeman	1 saint
Hildemar	1 blessed
Hildemarca	1 saint
Hiltrude	1 saint
Himelin	1 saint
Himerius	1 saint
Homobonus	1 saint
Honestus	1 saint
Honorata	1 saint
Honoré	1 saint
Honorina	1 saint
Honorius	1 saint
Hroznata	1 blessed
Hryhoriy	1 blessed
Humbald	1 blessed
Humbeline	1 blessed
Humilis	1 blessed
Humilitas	1 saint
Hunger	1 saint
Hunna	1 saint
Huno	1 saint
Hybald	1 saint
Hyginus	1 saint
Hywyn	1 saint
Ia	1 saint
Ignacia	1 blessed
Ignacio	1 saint
Ignazio	1 saint
Ildefonso	1 blessed
Ildefonsus	1 saint
Illtyd	1 saint
Imana	1 blessed
Imelda	1 blessed
Imma	1 saint
Ina	1 saint
Inácio	1 blessed
Inan	1 saint
Indractus	1 saint
Inés	1 blessed
Ingrid	1 saint
Íñigo	1 saint
Innocenzo	1 blessed
Inocencio	1 saint
Iphigenia	1 saint
Ippolito	1 blessed
Irmgard	1 blessed
Isabelle	1 blessed
Isaurus	1 saint
Ischyrion	1 saint
Isfrid	1 saint
Isidora	1 saint
Isnard	1 blessed
Ita	1 saint
Ithamar	1 saint
Jacinta	1 blessed
Jacopino	1 blessed
Jacopone	1 blessed
Jadwiga	1 saint
Jaime	1 saint
Jakub	1 blessed
Januaria	1 saint
Jarlath	1 saint
Jason	1 saint
Jenaro	1 saint
Jerome	1 saint
Jerzy	1 blessed
Jildo	1 blessed
Joan	1 blessed
Joana	1 blessed
Joanna	1 blessed
Joannicus	1 saint
Joanninus	1 blessed
Joaquina	1 saint
Johann	1 blessed
Jón	1 saint
Jonas	1 saint
Jonatus	1 saint
Jorandus	1 saint
Jordan	1 blessed
Josaphata	1 blessed
Josemaría	1 saint
Jovinian	1 saint
Jovinus	1 saint
Jovita	1 saint
Juana	1 blessed
Jucunda	1 saint
Judas	1 saint
Jude	1 saint
Judicael	1 saint
Judoc	1 saint
Julie	1 saint
Juliette	1 blessed
Junian	1 saint
Junípero	1 blessed
Jurgis	1 blessed
Justina	1 saint
Justinian	1 saint
Justino	1 saint
Juventinus	1 saint
Kamen	1 blessed
Karl	1 blessed
Kaspar	1 blessed
Katarina	1 saint
Kateri	1 blessed
Katharina	1 blessed
Katharine	1 saint
Kazimierz	1 saint
Kenelm	1 saint
Kentigerna	1 saint
Kessog	1 saint
Kevin	1 saint
Kiara	1 saint
Kilian	1 saint
Kizito	1 saint
Klymentiy	1 blessed
Kundegunda	1 saint
Kuriakose	1 blessed
Kyneburga	1 saint
Kyneswide	1 saint
Lactali	1 saint
Laetantius	1 saint
Laetus	1 saint
Landelin	1 saint
Landericus	1 saint
Landoald	1 saint
Landrada	1 saint
Landulf	1 saint
Lantfrid	1 saint
Laserian	1 saint
László	1 blessed
Laurel	1 blessed
Laurent	1 saint
Laurentinus	1 saint
Laurianus	1 saint
Laurus	1 saint
Lauto	1 saint
Lea	1 saint
Leander	1 saint
Lebuin	1 saint
Lelia	1 saint
Leoba	1 saint
Leobald	1 saint
Leobardus	1 saint
Leobinus	1 saint
Leocadia	1 saint
Leocritia	1 saint
Leodegar	1 saint
Leonardus	1 saint
Leonianus	1 saint
Leonid	1 blessed
Leonides	1 saint
Léonie	1 blessed
Leopardus	1 saint
Leothade	1 saint
Leovigild	1 saint
Leudinus	1 saint
Leudomer	1 saint
Leutfridus	1 saint
Liafdag	1 saint
Libentius	1 saint
Liberata	1 saint
Liberius	1 saint
Libert	1 saint
Lidanus	1 saint
Liduina	1 blessed
Lidwina	1 saint
Liephard	1 saint
Lietbertus	1 saint
Liliosa	1 saint
Limbania	1 saint
Linus	1 saint
Liphardus	1 saint
Liudhard	1 saint
Liutwin	1 saint
Livinus	1 saint
Lolanus	1 saint
Loman	1 saint
Lomer	1 saint
Longinus	1 saint
Longis	1 saint
Lotharius	1 saint
Lua	1 saint
Lucas	1 saint
Lucerius	1 saint
Luchesio	1 blessed
Lucidius	1 saint
Lucilla	1 saint
Lucillian	1 saint
Lucina	1 saint
Lucio	1 blessed
Lucretia	1 saint
Ludan	1 saint
Ludger	1 saint
Ludmila	1 saint
Ludovica	1 blessed
Lüfthildis	1 saint
Lullus	1 saint
Lupicinus	1 saint
Lutgarde	1 saint
Luxorius	1 saint
Lybe	1 saint
Lycerius	1 saint
Lyutis	1 saint
Mabyn	1 saint
Macaille	1 saint
Macaria	1 saint
Maccallin	1 saint
Macedo	1 saint
Madelgisilus	1 saint
Madeline	1 saint
Maël	1 saint
Mafalda	1 saint
Magdalen	1 blessed
Magdalveus	1 saint
Maglorius	1 saint
Magnus	1 saint
Magorianus	1 saint
Maharsapor	1 saint
Maimbod	1 saint
Majoricus	1 saint
Maksymilian	1 saint
Malachy	1 saint
Malchus	1 saint
Malrubius	1 saint
Mamas	1 saint
Mamertus	1 saint
Mamlacha	1 saint
Mammaea	1 saint
Mansuetus	1 saint
Marana	1 saint
Maravillas	1 blessed
Marcel	1 blessed
Marcella	1 saint
Marcellian	1 saint
Marcellianus	1 saint
Marcellin	1 saint
Marchelm	1 saint
Marcia	1 saint
Marciana	1 saint
Marciano	1 saint
Marcianus	1 saint
Marcionilla	1 saint
Marcolino	1 blessed
Marculf	1 saint
Marcus	1 saint
Mardonius	1 saint
Marian	1 saint
Mariana	1 saint
Marianne	1 blessed
Mariano	1 blessed
Marianus	1 saint
Marina	1 saint
Marko	1 saint
Marmaduke	1 blessed
Maro	1 saint
Marolus	1 saint
Maroveus	1 saint
Marthe	1 blessed
Martialis	1 saint
Martina	1 saint
Martinian	1 saint
Martius	1 saint
Marura	1 saint
Maruthas	1 saint
Maternus	1 saint
Mathias	1 saint
Mathurin	1 saint
Matilda	1 saint
Matilde	1 blessed
Matiya	1 saint
Matrona	1 saint
Matt	1 venerable
Matthia	1 blessed
Matyas	1 blessed
Maughold	1 saint
Maurinus	1 saint
Mavilus	1 saint
Maxellendis	1 saint
Maxentia	1 saint
Mbaga	1 saint
Medard	1 saint
Medericus	1 saint
Medrald	1 saint
Megingaud	1 saint
Meinrad	1 saint
Meinuph	1 saint
Meinwerk	1 blessed
Mél	1 saint
Melaine	1 saint
Melan	1 saint
Melapsippus	1 saint
Melas	1 saint
Melasippus	1 saint
Melchior	1 blessed
Melchor	1 saint
Melito	1 saint
Mella	1 saint
Mellitus	1 saint
Mellon	1 saint
Memmius	1 saint
Memorius	1 saint
Meneleus	1 saint
Menignus	1 saint
Menna	1 saint
Menodora	1 saint
Mercurialis	1 saint
Merewenna	1 saint
Meriadoc	1 saint
Merinus	1 saint
Mesrop	1 saint
Messalina	1 saint
Metod	1 blessed
Metranus	1 saint
Metrodora	1 saint
Metrophanes	1 saint
Meuris	1 saint
Michaela	1 saint
Michaelina	1 blessed
Michelina	1 blessed
Midan	1 saint
Mieczyslaw	1 blessed
Migdonius	1 saint
Milburga	1 saint
Mildgyth	1 saint
Mildred	1 saint
Miles	1 blessed
Miltiades	1 saint
Minias	1 saint
Minnborinus	1 saint
Mirocles	1 saint
Mitrius	1 saint
Mochelloc	1 saint
Mochoemoc	1 saint
Mochta	1 saint
Moderan	1 saint
Modesta	1 saint
Modeste	1 saint
Modoald	1 saint
Modomnoc	1 saint
Moelray	1 saint
Molagga	1 saint
Moling	1 saint
Moloc	1 saint
Monaldus	1 saint
Monas	1 saint
Monegundis	1 saint
Monessa	1 saint
Moninne	1 saint
Monique	1 blessed
Monitor	1 saint
Monon	1 saint
Morwenna	1 saint
Moseus	1 saint
Mucius	1 saint
Mugagga	1 saint
Mukasa	1 saint
Mummolin	1 saint
Mundus	1 saint
Mungo	1 saint
Mura	1 saint
Murtagh	1 saint
Musa	1 saint
Mutien	1 saint
Mydwyn	1 saint
Myrope	1 saint
Nabor	1 saint
Narcisa	1 saint
Narzales	1 saint
Natalis	1 saint
Nathalan	1 saint
Nazaria	1 blessed
Nazarius	1 saint
Nemesia	1 blessed
Nemesion	1 saint
Neon	1 saint
Neot	1 saint
Nereus	1 saint
Nestor	1 saint
Nicanor	1 saint
Niccolò	1 blessed
Nicephorus	1 saint
Niceta	1 blessed
Nicetius	1 saint
Nicodemus	1 saint
Nicomedes	1 saint
Niklaus	1 saint
Nikola	1 saint
Nikolaus	1 blessed
Nimatullah	1 saint
Ninian	1 saint
Nino	1 saint
Noe	1 saint
Nonna	1 saint
Nonnus	1 saint
Norbert	1 saint
Nothelm	1 saint
Notker	1 blessed
Novatus	1 saint
Novellone	1 blessed
Numerian	1 saint
Nunilo	1 saint
Nuno	1 saint
Nunzio	1 blessed
Nykyta	1 blessed
Nymphodora	1 saint
Obdulia	1 saint
Obitius	1 saint
Octavian	1 saint
Octavius	1 saint
Oda	1 saint
Oddino	1 blessed
Odhran	1 saint
Odilia	1 saint
Odilo	1 saint
Odorico	1 blessed
Odran	1 saint
Odulf	1 saint
Oduvald	1 saint
Offa	1 saint
Olaf	1 saint
Oleksiy	1 blessed
Olga	1 saint
Oliva	1 saint
Ollegarius	1 saint
Olof	1 saint
Olympas	1 saint
Olympia	1 blessed
Olympias	1 saint
Olympius	1 saint
Omer	1 saint
Oncho	1 saint
Onesiphorus	1 saint
Opportuna	1 saint
Optatian	1 saint
Ordonius	1 saint
Orestes	1 saint
Oriculus	1 saint
Oringa	1 blessed
Orlando	1 blessed
Ormond	1 saint
Orontius	1 saint
Orsiesius	1 saint
Osburga	1 saint
Osgyth	1 saint
Osmund	1 saint
Othmar	1 saint
Oudaceus	1 saint
Ovidius	1 saint
Owen	1 saint
Pabo	1 saint
Pachomius	1 saint
Pacian	1 saint
Pacifico	1 saint
Pacificus	1 blessed
Paduinus	1 saint
Paganus	1 saint
Palaemon	1 saint
Palatias	1 saint
Palmatius	1 saint
Palomino	1 blessed
Pambo	1 saint
Pammachius	1 saint
Panacea	1 blessed
Pancharius	1 saint
Pancras	1 saint
Pancratius	1 saint
Pantaenus	1 saint
Pantalemon	1 saint
Pantaleon	1 saint
Papas	1 saint
Papinianus	1 saint
Papius	1 saint
Papulus	1 saint
Papylus	1 saint
Paramon	1 saint
Parasceva	1 saint
Pardulphus	1 saint
Paregorius	1 saint
Paris	1 saint
Parisio	1 saint
Parmenas	1 saint
Parmenius	1 saint
Paschal	1 saint
Pascharius	1 saint
Paterius	1 saint
Patermuthius	1 saint
Patientia	1 saint
Patricia	1 saint
Patrobas	1 saint
Paulina	1 saint
Pauline	1 blessed
Pausilippus	1 saint
Pega	1 saint
Peleus	1 saint
Peleusius	1 saint
Pelinus	1 saint
Pellegrino	1 saint
Pepin	1 blessed
Pere	1 blessed
Perfectus	1 saint
Pergentinus	1 saint
Perpetua	1 saint
Perpetuus	1 saint
Perseveranda	1 saint
Petar	1 saint
Petra	1 blessed
Petro	1 blessed
Petronax	1 saint
Petronilla	1 saint
Petrus	1 saint
Phaebadius	1 saint
Pharaildis	1 saint
Philadelphus	1 saint
Philastrius	1 saint
Phileas	1 saint
Philetus	1 saint
Philibert	1 saint
Philippine	1 saint
Philo	1 saint
Philogonius	1 saint
Philologus	1 saint
Philomenus	1 saint
Philoterus	1 saint
Phlegon	1 saint
Phoebe	1 saint
Photina	1 saint
Piaton	1 saint
Pient	1 saint
Pier	1 blessed
Pierina	1 blessed
Pierius	1 saint
Pieter	1 saint
Piety	1 blessed
Pigmenius	1 saint
Pina	1 blessed
Pinytus	1 saint
Pio	1 saint
Pionius	1 saint
Pior	1 saint
Piotr	1 blessed
Piran	1 saint
Pirminus	1 saint
Placide	1 saint
Placidia	1 saint
Placido	1 blessed
Platonides	1 saint
Plautilla	1 saint
Plechelm	1 saint
Plegmund	1 saint
Plutarch	1 saint
Podius	1 saint
Poemon	1 saint
Pollio	1 saint
Polydore	1 saint
Polyeuctus	1 saint
Polyxena	1 saint
Pompeius	1 saint
Pompilio	1 saint
Pomponius	1 saint
Pontianus	1 saint
Poppo	1 saint
Porcarius	1 saint
Portian	1 saint
Potamiana	1 saint
Potamon	1 saint
Potentian	1 saint
Pothinus	1 saint
Praejectus	1 saint
Praepedigna	1 saint
Prætextatus	1 saint
Pragmatius	1 saint
Primitiva	1 saint
Priscilla	1 saint
Probus	1 saint
Proceso	1 blessed
Processus	1 saint
Prochorus	1 saint
Proclus	1 saint
Procopius	1 saint
Proculus	1 saint
Prosdoce	1 saint
Prosdocimus	1 saint
Protogenes	1 saint
Protus	1 saint
Prudentius	1 saint
Prudenza	1 blessed
Ptolemaeus	1 saint
Publia	1 saint
Pudens	1 saint
Pulcheria	1 saint
Quadragesimus	1 saint
Quartus	1 saint
Quentin	1 saint
Quinidius	1 saint
Quintius	1 saint
Quintus	1 saint
Quiriacus	1 saint
Quiricus	1 saint
Quodvultdeus	1 saint
Rabanus	1 saint
Rachilidis	1 saint
Racho	1 saint
Radbod	1 saint
Radegund	1 saint
Radegunde	1 saint
Radim	1 saint
Rafaela	1 blessed
Rafal	1 blessed
Rafał	1 saint
Raffaella	1 blessed
Rafqa	1 blessed
Raimondo	1 blessed
Rainbold	1 saint
Rambert	1 saint
Ramon	1 blessed
Ranulphus	1 saint
Raoul	1 saint
Raphael	1 saint
Raphaela	1 saint
Rasso	1 saint
Raverein	1 saint
Raymund	1 blessed
Regimbald	1 saint
Reginald	1 blessed
Régis	1 blessed
Regula	1 saint
Reineldis	1 saint
Reinold	1 saint
Relindis	1 saint
Remaclus	1 saint
Rembert	1 saint
Remedius	1 saint
Rémy	1 saint
Renatus	1 saint
Renovatus	1 saint
Reverianus	1 saint
Rheticus	1 saint
Rhipsime	1 saint
Ribert	1 saint
Ricardo	1 blessed
Riccardo	1 saint
Richardis	1 saint
Richarius	1 saint
Richildis	1 blessed
Richimir	1 saint
Richrudis	1 saint
Rigobert	1 saint
Rioch	1 saint
Ritbert	1 saint
Rizzerio	1 blessed
Roberto	1 saint
Roch	1 saint
Roderick	1 saint
Rodobald	1 saint
Rodolfo	1 blessed
Rodrigo	1 saint
Rodriguez	1 blessed
Rogellus	1 saint
Romaeus	1 blessed
Roman	1 blessed
Romana	1 saint
Romano	1 blessed
Romaric	1 saint
Romeo	1 blessed
Romphar	1 saint
Romuald	1 saint
Ronald	1 saint
Rónán	1 saint
Roque	1 saint
Rosalia	1 saint
Rosalina	1 blessed
Ruadán	1 saint
Rudesind	1 saint
Rudolph	1 saint
Rufina	1 saint
Rumbold	1 saint
Rumwold	1 saint
Rupert	1 saint
Rusticula	1 saint
Sabbatius	1 saint
Sabina	1 saint
Sadoc	1 blessed
Sadoth	1 saint
Sæbbi	1 saint
Sæthryth	1 saint
Sagar	1 saint
Salaun	1 saint
Sallustia	1 saint
Salomea	1 blessed
Salvador	1 saint
Salvatore	1 blessed
Samonas	1 saint
Samthann	1 saint
Samuel	1 saint
Samuele	1 blessed
Sancha	1 saint
Sancja	1 blessed
